Title,Company,Experience,Salary,Location,Posted_days_ago,Applications,Employment Type,Role,Education,B.Tech/B.E,B.Sc,BCA,M.Tech,MBA,MCA,M.Sc,Ph.D,Database,Testing,Programming,Web Development,Cloud Computing,Data-Driven Technologies,Project Management & DevOps,Analysis & BI,Mobile Development,Cybersecurity & API Management,Containers & Orchestration
mern developer,voco technologies,expereince,not disclosed,hyderabad,8.0,1213.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
software engineer,pitney bowes (pbi),expereince,not disclosed,noida,8.0,2159.0, full time,software development - other,ug,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
urgent requirement for elastic serach developer,leading client,expereince,not disclosed,bengaluru,9.0,442.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
mern developer,voco technologies,expereince,not disclosed,hyderabad,9.0,1006.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
c# developer,bcc united,expereince,not disclosed,hyderabad,9.0,422.0, full time,back end developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
software engineer-golang,colortokens inc.,expereince,not disclosed,bengaluru,9.0,236.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
colortokens software engineer golang,colortokens inc.,expereince,not disclosed,bengaluru,9.0,154.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
quicksight developer,iamops,expereince,5-10,pune,10.0,132.0, full time,front end developer,ug,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
software engineer,advent talent solutions,expereince,not disclosed,hyderabad,11.0,1141.0, full time,software development - other,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
software engineer,cgi,expereince,8-16,hyderabad,12.0,372.0, full time,back end developer,ug,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
software engineer,ge india ltd,expereince,not disclosed,hyderabad,15.0,172.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
software engineer (snowflake),nice,expereince,not disclosed,pune,11.0,1822.0, full time,database administrator,ug,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
xr developer,leading client,expereince,not disclosed,bengaluru,12.0,96.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
xr developer,leading client,expereince,not disclosed,hyderabad,12.0,60.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
software engineer,capgemini,expereince,not disclosed,pune,15.0,115.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
software engineer,opentext,expereince,not disclosed,bengaluru,15.0,85.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
gcp data architect,krazy mantra group of companies,expereince,not disclosed,noida,17.0,16.0, full time,data science & machine learning - other,both,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
data engineer expert,hashedin,expereince,not disclosed,hyderabad,30.0,1710.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"imm joiner cloud data engg(sql,python,spark)5 to 6yrs @india",decision minds,expereince,not disclosed,kolkata,11.0,768.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
cloud developer,taglet business solutions,expereince,not disclosed,kochi,11.0,101.0, full time,it support - other,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
node js developer,taglet business solutions,expereince,not disclosed,kochi,11.0,381.0, full time,it support - other,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
api developer,taglet business solutions,expereince,not disclosed,kochi,11.0,98.0, full time,it support - other,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
python engineer,mozaiq,expereince,not disclosed,kolkata,30.0,1370.0, full time,data science & machine learning - other,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
data scientist,systechcorp inc,expereince,not disclosed,kolkata,30.0,517.0, full time,data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
lead engineer,aci group,expereince,not disclosed,kolkata,30.0,82.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"java microservices architect | noida,gurgaon,pune,hyderabad,bangalore",nacerz global,expereince,not disclosed,pune,17.0,440.0, full time,solution architect,ug,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
back end java developer,consult asia (opc),expereince,20-35,noida,16.0,830.0, full time,back end developer,ug,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1
uhct-gen ai developer,krazy mantra group of companies,expereince,not disclosed,kolkata,17.0,30.0, full time,software development - other,both,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
apps cloud migration architect,krazy mantra group of companies,expereince,not disclosed,noida,17.0,49.0, full time,solution architect,both,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
pyspark aws data engineer- us mnc (analytics),us mnc (analytics),expereince,15-30,pune,17.0,2523.0, full time,data engineer,ug,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
data architect,big 4,expereince,not disclosed,hyderabad,17.0,119.0, full time,data platform engineer,both,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
data scientist,it services & consulting,expereince,not disclosed,hyderabad,18.0,2485.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
cyber security architect,krazy mantra group of companies,expereince,not disclosed,noida,18.0,46.0, full time,cyber security,both,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
chatbot developer,rarr technologies,expereince,not disclosed,kolkata,18.0,39.0, full time,software development - other,both,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
account manager data science,ugam,expereince,10-13,pune,18.0,130.0, full time,data scientist,ug,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
data scientist/senior data scientist,neal analytics,expereince,not disclosed,mumbai,30.0,200.0, full time,data scientist,both,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
principal basis consultant,brighttier inc,expereince,not disclosed,kolkata,30.0,44.0, full time,system analyst,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
principal/lead data scientist,neal analytics,expereince,not disclosed,mumbai,30.0,87.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
tableau developer,netlink software,expereince,not disclosed,kolkata,24.0,2008.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
vulnerability management security engineer,avalara,expereince,not disclosed,kolkata,25.0,81.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
senior ml engineer,artech llc,expereince,not disclosed,kolkata,25.0,59.0, full time,machine learning engineer,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ai engineer / consultant / developer,h3 technologies,expereince,not disclosed,kolkata,30.0,34.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
machine learning lead,shashwath solution,freshers,not disclosed,pune,30.0,84.0, full time,data science & machine learning - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
devops with github professional,mechispike solutions,expereince,not disclosed,kolkata,30.0,451.0, full time,devops manager,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
aws solution architect,gsparks technology services,expereince,7-15,mumbai,30.0,324.0, full time,data scientist,ug,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
s&c global network - ai - healthcare analytics - consultant,accenture,expereince,not disclosed,mumbai,30.0,38.0, full time,nlp / dl engineering / architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
data scientist - product,rapid canvas,expereince,not disclosed,kolkata,30.0,499.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
tech architect,hashedin,freshers,not disclosed,hyderabad,30.0,91.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
cloud data engineer,apple india,expereince,not disclosed,hyderabad,30.0,111.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
ai ml lead/architect,zealogics.com,expereince,not disclosed,hiring office located in kochi,9.0,175.0, full time,nlp / dl engineering / architect,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"senior vice president, business intelligence",tresvista financial services,expereince,not disclosed,pune,17.0,816.0, full time,head - analytics / bi,pg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
machine learning engineer,eruvaka technologies,expereince,not disclosed,vijayawada,22.0,726.0, full time,machine learning engineer,ug,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
junior data scientist,avalon global research,freshers,not disclosed,mumbai,30.0,1677.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
data science engineer,cognisure,expereince,not disclosed,pune,30.0,317.0, full time,data science & machine learning - other,both,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
opportunity for dba cloud database- sql server/db2/postgresql @nttdata,ntt data information processing services,expereince,not disclosed,noida,30.0,532.0, full time,database administrator,ug,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
senior software engineer,nvidia,expereince,not disclosed,pune,30.0,141.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
senior data analytics engineer,prudential corporation asia,expereince,not disclosed,kolkata,30.0,242.0, full time,business intelligence & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
staff backend engineer,appsmith,expereince,not disclosed,kolkata,30.0,293.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
junior / senior data analyst,kusha gramati analytics,expereince,not disclosed,bengaluru,30.0,435.0, full time,data analyst,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
senior data science engineer,dunnhumby,expereince,not disclosed,gurugram,30.0,113.0, full time,data science & machine learning - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
platform engineer,forneu,expereince,not disclosed,kolkata,30.0,494.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
java developer,admedia,expereince,not disclosed,kolkata,30.0,113.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
data engineer,sandhata technologies,expereince,not disclosed,kolkata,30.0,1024.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data scientist,strategic skill tech,expereince,not disclosed,indore,16.0,206.0, full time,full stack data scientist,both,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
data architect/lead,leading client,freshers,not disclosed,hiring office located in chennai,16.0,441.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
programmer developer,leading client,freshers,not disclosed,bengaluru,16.0,2927.0, full time,game developer / programmer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
data scientist,leading client,expereince,not disclosed,bengaluru,0.0,10.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
python and api integration engineer,cellstrat,expereince,not disclosed,noida,16.0,108.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
senior backend engineer,software product based,expereince,not disclosed,bengaluru,16.0,389.0, full time,back end developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
data engineer,criticalriver,expereince,not disclosed,hyderabad,16.0,352.0, full time,data engineer,ug,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
machine learning engineer,welocalize,expereince,not disclosed,noida,16.0,232.0, full time,machine learning engineer,ug,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
technical lead/architect - ai/ml,datametica,expereince,not disclosed,pune,16.0,247.0, full time,data science & machine learning - other,both,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
hiring - architect - data modeling - top brand in india - apply now,aram hiring solutions,freshers,20-35,hyderabad,16.0,218.0, full time,data science & analytics - other,ug,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
senior data engineer - data modeling - top brand in india & apply soon,aram hiring solutions,expereince,20-30,hyderabad,16.0,159.0, full time,data science & analytics - other,ug,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
python developer,delphic,expereince,not disclosed,kolkata,30.0,302.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
cypress mid automation qa bot,lister technologies pvt ltd,expereince,not disclosed,kolkata,30.0,311.0, full time,automation test engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
technical sales engineer,"baffle, inc.",expereince,not disclosed,kolkata,30.0,383.0, full time,pre sales engineer,both,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
senior mongo db developer,gemini solutions,expereince,not disclosed,panchkula,17.0,39.0, full time,data platform engineer,both,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
airflow administrator,forward eye technologies,expereince,not disclosed,mumbai,17.0,34.0, full time,database administrator,both,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
cloud administrator/engineer,gun marine services (gms),expereince,not disclosed,mumbai,17.0,2657.0, full time,devops manager,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
ondc expert / analyst - ecommerce domain,revalsys technologies,expereince,not disclosed,hyderabad,17.0,142.0, full time,business analyst,both,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
senior advisor- data science,dell technologies,expereince,not disclosed,bengaluru,17.0,50.0, full time,data science & machine learning - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0
technical architect - databricks,impetus technologies,expereince,not disclosed,noida,17.0,18.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
manager - ds-ai & machine learning,publics sapient,expereince,not disclosed,bengaluru,17.0,82.0, full time,data science & machine learning - other,both,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
data scientist,enovadata,expereince,not disclosed,valsad,17.0,482.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
cloudsufi is hiring: senior devops engineer | immediate joiners| noida,cloudsufi,expereince,not disclosed,noida,17.0,378.0, full time,devops engineer,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
dot net full stack developer |ai/ml || location-noida |,softel solution,expereince,not disclosed,noida,17.0,142.0, full time,it & information security - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
data engineer snowflake + aws,neal analytics,expereince,not disclosed,mumbai,30.0,263.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
data scientist,leading client,expereince,not disclosed,pune,18.0,526.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
r programming language / shiny app developer,codvo,expereince,not disclosed,mumbai,18.0,81.0, full time,software developer in test (sdet),both,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
data engineer,shashwath solution,expereince,not disclosed,mysuru,18.0,1186.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
data architect,krazy mantra group of companies,expereince,not disclosed,nagpur,18.0,10.0, full time,data science & machine learning - other,both,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
data engineer snowflake + aws,fractal analytics,expereince,not disclosed,mumbai,18.0,359.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
technical program manager iii,for a leading fortune 500 sportwear and ...,expereince,not disclosed,bengaluru,18.0,642.0, full time,data science & analytics - other,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
data engineer,synergy hive,expereince,not disclosed,pune,18.0,310.0, full time,data science & analytics - other,both,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
senior data scientist,pdv technocrats,expereince,not disclosed,pune,30.0,73.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
lead data scientist,cloudcover consultancy,expereince,not disclosed,bengaluru,30.0,99.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
llm engineer,techhost services,expereince,not disclosed,kolkata,30.0,152.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
business intelligence analyst,thermo fisher scientific,expereince,not disclosed,mumbai,19.0,155.0, full time,analytics consultant,both,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
r programming language / shiny app developer,codvo,expereince,not disclosed,mumbai,19.0,66.0, full time,software developer in test (sdet),both,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
s&c global network - strategy - mc - industry x production,accenture,expereince,not disclosed,pune,19.0,10.0, full time,practice manager / head,both,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
artificial intelligence solutions lead,agivant technologies,expereince,not disclosed,pune,19.0,126.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
ai/ml engineer,coreehs,expereince,not disclosed,pune,19.0,688.0, full time,software development - other,both,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
ai solution architect (hiring for mnc),thema corporate,expereince,not disclosed,bengaluru,19.0,111.0, full time,nlp / dl engineering / architect,pg,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
cloudsufi hiring: backend developer (java) | immediate joiners | noida,cloudsufi,expereince,not disclosed,noida,17.0,522.0, full time,back end developer,ug,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
devops engineer,smartclues technologies,expereince,not disclosed,kolkata,30.0,583.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
years of experience as ai/ml engineer,tmotions,expereince,not disclosed,noida,30.0,822.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
data engineer lead,it,expereince,not disclosed,chennai,21.0,611.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
senior engineering manager,leena ai,freshers,not disclosed,gurugram,21.0,244.0, full time,engineering manager,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
principal data scientist,zepul,expereince,18-22.5,hyderabad,21.0,154.0, full time,data scientist,ug,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
mlops engineer,l&t infotech (lti),expereince,18-25,chennai,21.0,181.0, full time,machine learning engineer,ug,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
aws azure cloud solution architect,ait global,expereince,not disclosed,kolkata,30.0,848.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
